Day,Outlook,Temperature,Humidity,Wind,PlayTennis
0500,Rain,Cool,Normal,Strong,No
0501,Rain,Mild,Normal,Weak,Yes
0502,Rain,Mild,Normal,Weak,Yes
0503,Rain,Cool,Normal,Strong,No
0504,Sunny,Hot,High,Weak,No
0505,Rain,Mild,High,Weak,Yes
0506,Rain,Mild,Normal,Weak,Yes
0507,Rain,Cool,Normal,Strong,No
0508,Rain,Cool,Normal,Strong,No
0509,Sunny,Mild,Normal,Strong,Yes
0510,Overcast,Mild,High,Strong,Yes
0511,Rain,Cool,Normal,Weak,Yes
0512,Sunny,Hot,High,Weak,No
0513,Sunny,Mild,High,Weak,No
0514,Rain,Cool,Normal,Weak,Yes
0515,Overcast,Mild,High,Strong,Yes
0516,Overcast,Mild,High,Strong,Yes
0517,Overcast,Mild,High,Strong,Yes
0518,Rain,Cool,Normal,Weak,Yes
0519,Overcast,Cool,Normal,Strong,Yes
0520,Rain,Mild,High,Weak,Yes
0521,Rain,Cool,Normal,Strong,No
0522,Overcast,Hot,Normal,Weak,Yes
0523,Rain,Mild,High,Weak,Yes
0524,Rain,Mild,High,Strong,No
0525,Overcast,Hot,High,Weak,Yes
0526,Overcast,Cool,Normal,Strong,Yes
0527,Sunny,Mild,High,Weak,No
0528,Rain,Mild,High,Weak,Yes
0529,Overcast,Hot,Normal,Weak,Yes
0530,Sunny,Hot,High,Strong,No
0531,Overcast,Mild,High,Strong,Yes
0532,Rain,Mild,Normal,Weak,Yes
0533,Rain,Mild,High,Strong,No
0534,Overcast,Hot,High,Weak,Yes
0535,Sunny,Hot,High,Weak,No
0536,Sunny,Mild,High,Weak,No
0537,Overcast,Hot,High,Weak,Yes
0538,Overcast,Mild,High,Strong,Yes
0539,Rain,Mild,Normal,Weak,Yes
0540,Overcast,Cool,Normal,Strong,Yes
0541,Rain,Mild,Normal,Weak,Yes
0542,Rain,Cool,Normal,Weak,Yes
0543,Rain,Mild,Normal,Weak,Yes
0544,Rain,Cool,Normal,Weak,Yes
0545,Rain,Mild,High,Strong,No
0546,Overcast,Cool,Normal,Strong,Yes
0547,Sunny,Cool,Normal,Weak,Yes
0548,Overcast,Mild,High,Strong,Yes
0549,Rain,Cool,Normal,Weak,Yes
0550,Sunny,Hot,High,Weak,No
0551,Rain,Mild,Normal,Weak,Yes
0552,Rain,Mild,Normal,Weak,Yes
0553,Sunny,Hot,High,Weak,No
0554,Sunny,Hot,High,Strong,No
0555,Rain,Mild,High,Strong,No
0556,Rain,Cool,Normal,Strong,No
0557,Sunny,Cool,Normal,Weak,Yes
0558,Sunny,Mild,High,Weak,No
0559,Overcast,Hot,Normal,Weak,Yes
0560,Rain,Cool,Normal,Weak,Yes
0561,Sunny,Hot,High,Weak,No
0562,Overcast,Hot,Normal,Weak,Yes
0563,Overcast,Cool,Normal,Strong,Yes
0564,Rain,Cool,Normal,Weak,Yes
0565,Rain,Cool,Normal,Strong,No
0566,Overcast,Hot,Normal,Weak,Yes
0567,Overcast,Cool,Normal,Strong,Yes
0568,Overcast,Hot,High,Weak,Yes
0569,Overcast,Mild,High,Strong,Yes
0570,Rain,Mild,Normal,Weak,Yes
0571,Overcast,Hot,High,Weak,Yes
0572,Rain,Cool,Normal,Weak,Yes
0573,Rain,Cool,Normal,Strong,No
0574,Sunny,Cool,Normal,Weak,Yes
0575,Overcast,Hot,Normal,Weak,Yes
0576,Rain,Mild,High,Strong,No
0577,Overcast,Mild,High,Strong,Yes
0578,Rain,Cool,Normal,Weak,Yes
0579,Sunny,Hot,High,Weak,No
0580,Rain,Mild,High,Strong,No
0581,Rain,Mild,High,Strong,No
0582,Rain,Mild,High,Strong,No
0583,Rain,Mild,High,Weak,Yes
0584,Rain,Cool,Normal,Weak,Yes
0585,Overcast,Mild,High,Strong,Yes
0586,Rain,Mild,Normal,Weak,Yes
0587,Rain,Mild,Normal,Weak,Yes
0588,Rain,Cool,Normal,Weak,Yes
0589,Overcast,Cool,Normal,Strong,Yes
0590,Rain,Mild,High,Weak,Yes
0591,Sunny,Hot,High,Weak,No
0592,Rain,Mild,High,Strong,No
0593,Rain,Mild,High,Strong,No
0594,Rain,Cool,Normal,Weak,Yes
0595,Overcast,Cool,Normal,Strong,Yes
0596,Rain,Mild,Normal,Weak,Yes
0597,Rain,Mild,Normal,Weak,Yes
0598,Rain,Cool,Normal,Strong,No
0599,Rain,Cool,Normal,Weak,Yes
0600,Rain,Mild,High,Weak,Yes
0601,Sunny,Hot,High,Strong,No
0602,Rain,Mild,High,Weak,Yes
0603,Rain,Mild,Normal,Weak,Yes
0604,Rain,Mild,Normal,Weak,Yes
0605,Overcast,Hot,High,Weak,Yes
0606,Rain,Mild,Normal,Weak,Yes
0607,Sunny,Hot,High,Weak,No
0608,Sunny,Mild,High,Weak,No
0609,Rain,Cool,Normal,Weak,Yes
0610,Overcast,Hot,Normal,Weak,Yes
0611,Rain,Mild,High,Weak,Yes
0612,Sunny,Mild,High,Weak,No
0613,Overcast,Cool,Normal,Strong,Yes
0614,Sunny,Hot,High,Strong,No
0615,Sunny,Hot,High,Weak,No
0616,Overcast,Mild,High,Strong,Yes
0617,Sunny,Mild,Normal,Strong,Yes
0618,Rain,Mild,High,Weak,Yes
0619,Sunny,Mild,High,Weak,No
0620,Overcast,Mild,High,Strong,Yes
0621,Sunny,Hot,High,Strong,No
0622,Overcast,Hot,High,Weak,Yes
0623,Overcast,Mild,High,Strong,Yes
0624,Sunny,Hot,High,Weak,No
0625,Sunny,Hot,High,Weak,No
0626,Overcast,Hot,Normal,Weak,Yes
0627,Overcast,Hot,High,Weak,Yes
0628,Sunny,Mild,Normal,Strong,Yes
0629,Rain,Cool,Normal,Weak,Yes
0630,Overcast,Mild,High,Strong,Yes
0631,Overcast,Hot,High,Weak,Yes
0632,Sunny,Hot,High,Weak,No
0633,Sunny,Hot,High,Weak,No
0634,Sunny,Mild,High,Weak,No
0635,Rain,Mild,Normal,Weak,Yes
0636,Sunny,Mild,Normal,Strong,Yes
0637,Overcast,Mild,High,Strong,Yes
0638,Overcast,Hot,Normal,Weak,Yes
0639,Overcast,Hot,Normal,Weak,Yes
0640,Overcast,Mild,High,Strong,Yes
0641,Rain,Mild,High,Strong,No
0642,Sunny,Hot,High,Strong,No
0643,Overcast,Hot,Normal,Weak,Yes
0644,Overcast,Hot,High,Weak,Yes
0645,Sunny,Hot,High,Strong,No
0646,Overcast,Hot,High,Weak,Yes
0647,Overcast,Cool,Normal,Strong,Yes
0648,Sunny,Hot,High,Weak,No
0649,Rain,Mild,Normal,Weak,Yes
0650,Sunny,Mild,High,Weak,No
0651,Overcast,Hot,Normal,Weak,Yes
0652,Rain,Mild,Normal,Weak,Yes
0653,Rain,Mild,Normal,Weak,Yes
0654,Rain,Mild,Normal,Weak,Yes
0655,Rain,Mild,High,Strong,No
0656,Sunny,Hot,High,Strong,No
0657,Overcast,Hot,High,Weak,Yes
0658,Sunny,Cool,Normal,Weak,Yes
0659,Overcast,Cool,Normal,Strong,Yes
0660,Rain,Mild,High,Weak,Yes
0661,Rain,Mild,Normal,Weak,Yes
0662,Rain,Cool,Normal,Weak,Yes
0663,Sunny,Hot,High,Strong,No
0664,Overcast,Hot,Normal,Weak,Yes
0665,Sunny,Mild,Normal,Strong,Yes
0666,Overcast,Hot,Normal,Weak,Yes
0667,Sunny,Mild,High,Weak,No
0668,Rain,Mild,High,Weak,Yes
0669,Sunny,Cool,Normal,Weak,Yes
0670,Rain,Cool,Normal,Weak,Yes
0671,Overcast,Hot,Normal,Weak,Yes
0672,Sunny,Cool,Normal,Weak,Yes
0673,Rain,Mild,High,Weak,Yes
0674,Rain,Mild,Normal,Weak,Yes
0675,Rain,Cool,Normal,Weak,Yes
0676,Sunny,Cool,Normal,Weak,Yes
0677,Sunny,Mild,High,Weak,No
0678,Overcast,Hot,High,Weak,Yes
0679,Sunny,Hot,High,Weak,No
0680,Overcast,Hot,High,Weak,Yes
0681,Rain,Mild,High,Weak,Yes
0682,Sunny,Hot,High,Strong,No
0683,Sunny,Hot,High,Weak,No
0684,Overcast,Cool,Normal,Strong,Yes
0685,Sunny,Mild,High,Weak,No
0686,Overcast,Cool,Normal,Strong,Yes
0687,Rain,Mild,High,Strong,No
0688,Rain,Cool,Normal,Weak,Yes
0689,Overcast,Mild,High,Strong,Yes
0690,Sunny,Hot,High,Weak,No
0691,Overcast,Cool,Normal,Strong,Yes
0692,Overcast,Hot,Normal,Weak,Yes
0693,Overcast,Cool,Normal,Strong,Yes
0694,Sunny,Cool,Normal,Weak,Yes
0695,Overcast,Hot,High,Weak,Yes
0696,Sunny,Cool,Normal,Weak,Yes
0697,Rain,Mild,High,Strong,No
0698,Sunny,Hot,High,Weak,No
0699,Sunny,Hot,High,Weak,No
0700,Rain,Mild,High,Strong,No
0701,Rain,Mild,High,Weak,Yes
0702,Sunny,Cool,Normal,Weak,Yes
0703,Rain,Cool,Normal,Strong,No
0704,Overcast,Hot,Normal,Weak,Yes
0705,Sunny,Mild,Normal,Strong,Yes
0706,Overcast,Hot,High,Weak,Yes
0707,Sunny,Hot,High,Weak,No
0708,Rain,Mild,High,Weak,Yes
0709,Overcast,Mild,High,Strong,Yes
0710,Overcast,Hot,Normal,Weak,Yes
0711,Sunny,Cool,Normal,Weak,Yes
0712,Overcast,Hot,High,Weak,Yes
0713,Overcast,Mild,High,Strong,Yes
0714,Sunny,Cool,Normal,Weak,Yes
0715,Overcast,Cool,Normal,Strong,Yes
0716,Overcast,Mild,High,Strong,Yes
0717,Rain,Mild,High,Strong,No
0718,Rain,Mild,High,Weak,Yes
0719,Overcast,Hot,High,Weak,Yes
0720,Rain,Mild,Normal,Weak,Yes
0721,Rain,Cool,Normal,Weak,Yes
0722,Rain,Cool,Normal,Weak,Yes
0723,Overcast,Hot,High,Weak,Yes
0724,Overcast,Mild,High,Strong,Yes
0725,Sunny,Cool,Normal,Weak,Yes
0726,Rain,Mild,High,Weak,Yes
0727,Sunny,Mild,Normal,Strong,Yes
0728,Rain,Cool,Normal,Weak,Yes
0729,Rain,Mild,High,Weak,Yes
0730,Rain,Cool,Normal,Weak,Yes
0731,Overcast,Cool,Normal,Strong,Yes
0732,Sunny,Cool,Normal,Weak,Yes
0733,Overcast,Cool,Normal,Strong,Yes
0734,Overcast,Hot,Normal,Weak,Yes
0735,Rain,Cool,Normal,Weak,Yes
0736,Rain,Mild,Normal,Weak,Yes
0737,Rain,Mild,Normal,Weak,Yes
0738,Overcast,Cool,Normal,Strong,Yes
0739,Rain,Mild,High,Strong,No
0740,Rain,Mild,Normal,Weak,Yes
0741,Rain,Cool,Normal,Weak,Yes
0742,Overcast,Hot,High,Weak,Yes
0743,Overcast,Cool,Normal,Strong,Yes
0744,Overcast,Hot,Normal,Weak,Yes
0745,Sunny,Mild,Normal,Strong,Yes
0746,Sunny,Mild,Normal,Strong,Yes
0747,Sunny,Hot,High,Strong,No
0748,Overcast,Mild,High,Strong,Yes
0749,Sunny,Cool,Normal,Weak,Yes
0750,Rain,Mild,Normal,Weak,Yes
0751,Rain,Mild,Normal,Weak,Yes
0752,Overcast,Mild,High,Strong,Yes
0753,Sunny,Hot,High,Weak,No
0754,Overcast,Hot,Normal,Weak,Yes
0755,Rain,Cool,Normal,Strong,No
0756,Overcast,Cool,Normal,Strong,Yes
0757,Rain,Mild,High,Strong,No
0758,Overcast,Hot,Normal,Weak,Yes
0759,Sunny,Mild,High,Weak,No
0760,Rain,Mild,Normal,Weak,Yes
0761,Sunny,Cool,Normal,Weak,Yes
0762,Sunny,Hot,High,Strong,No
0763,Sunny,Mild,Normal,Strong,Yes
0764,Rain,Mild,Normal,Weak,Yes
0765,Sunny,Hot,High,Strong,No
0766,Rain,Cool,Normal,Weak,Yes
0767,Overcast,Hot,Normal,Weak,Yes
0768,Rain,Cool,Normal,Weak,Yes
0769,Rain,Cool,Normal,Strong,No
0770,Overcast,Hot,High,Weak,Yes
0771,Sunny,Mild,High,Weak,No
0772,Overcast,Hot,Normal,Weak,Yes
0773,Sunny,Hot,High,Weak,No
0774,Rain,Cool,Normal,Strong,No
0775,Rain,Mild,High,Weak,Yes
0776,Sunny,Hot,High,Weak,No
0777,Overcast,Cool,Normal,Strong,Yes
0778,Sunny,Cool,Normal,Weak,Yes
0779,Overcast,Hot,Normal,Weak,Yes
0780,Rain,Mild,High,Weak,Yes
0781,Rain,Mild,High,Weak,Yes
0782,Rain,Cool,Normal,Strong,No
0783,Overcast,Mild,High,Strong,Yes
0784,Overcast,Hot,High,Weak,Yes
0785,Overcast,Hot,Normal,Weak,Yes
0786,Overcast,Mild,High,Strong,Yes
0787,Rain,Cool,Normal,Strong,No
0788,Overcast,Cool,Normal,Strong,Yes
0789,Sunny,Mild,Normal,Strong,Yes
0790,Rain,Mild,Normal,Weak,Yes
0791,Rain,Mild,Normal,Weak,Yes
0792,Overcast,Hot,High,Weak,Yes
0793,Overcast,Cool,Normal,Strong,Yes
0794,Rain,Mild,High,Strong,No
0795,Overcast,Hot,High,Weak,Yes
0796,Overcast,Hot,Normal,Weak,Yes
0797,Overcast,Hot,Normal,Weak,Yes
0798,Sunny,Hot,High,Strong,No
0799,Overcast,Mild,High,Strong,Yes
0800,Rain,Mild,High,Strong,No
0801,Rain,Mild,Normal,Weak,Yes
0802,Rain,Mild,High,Weak,Yes
0803,Overcast,Mild,High,Strong,Yes
0804,Sunny,Mild,High,Weak,No
0805,Overcast,Hot,Normal,Weak,Yes
0806,Sunny,Cool,Normal,Weak,Yes
0807,Overcast,Cool,Normal,Strong,Yes
0808,Sunny,Hot,High,Weak,No
0809,Overcast,Hot,High,Weak,Yes
0810,Overcast,Hot,Normal,Weak,Yes
0811,Overcast,Mild,High,Strong,Yes
0812,Rain,Mild,High,Strong,No
0813,Sunny,Cool,Normal,Weak,Yes
0814,Overcast,Mild,High,Strong,Yes
0815,Sunny,Hot,High,Weak,No
0816,Sunny,Cool,Normal,Weak,Yes
0817,Sunny,Mild,High,Weak,No
0818,Sunny,Hot,High,Weak,No
0819,Rain,Cool,Normal,Strong,No
0820,Rain,Cool,Normal,Weak,Yes
0821,Rain,Cool,Normal,Strong,No
0822,Rain,Mild,Normal,Weak,Yes
0823,Overcast,Mild,High,Strong,Yes
0824,Overcast,Hot,Normal,Weak,Yes
0825,Overcast,Hot,Normal,Weak,Yes
0826,Overcast,Hot,Normal,Weak,Yes
0827,Rain,Cool,Normal,Weak,Yes
0828,Rain,Cool,Normal,Strong,No
0829,Rain,Cool,Normal,Weak,Yes
0830,Sunny,Mild,Normal,Strong,Yes
0831,Overcast,Mild,High,Strong,Yes
0832,Rain,Cool,Normal,Weak,Yes
0833,Rain,Mild,High,Weak,Yes
0834,Overcast,Hot,High,Weak,Yes
0835,Overcast,Hot,High,Weak,Yes
0836,Rain,Mild,High,Weak,Yes
0837,Sunny,Cool,Normal,Weak,Yes
0838,Sunny,Hot,High,Strong,No
0839,Sunny,Cool,Normal,Weak,Yes
0840,Sunny,Hot,High,Weak,No
0841,Rain,Mild,High,Strong,No
0842,Sunny,Hot,High,Weak,No
0843,Rain,Cool,Normal,Weak,Yes
0844,Rain,Cool,Normal,Strong,No
0845,Rain,Cool,Normal,Strong,No
0846,Overcast,Hot,High,Weak,Yes
0847,Overcast,Cool,Normal,Strong,Yes
0848,Sunny,Cool,Normal,Weak,Yes
0849,Sunny,Mild,Normal,Strong,Yes
0850,Overcast,Mild,High,Strong,Yes
0851,Rain,Mild,Normal,Weak,Yes
0852,Sunny,Mild,High,Weak,No
0853,Rain,Cool,Normal,Strong,No
0854,Overcast,Mild,High,Strong,Yes
0855,Sunny,Mild,High,Weak,No
0856,Overcast,Mild,High,Strong,Yes
0857,Rain,Cool,Normal,Weak,Yes
0858,Sunny,Mild,High,Weak,No
0859,Rain,Mild,Normal,Weak,Yes
0860,Overcast,Mild,High,Strong,Yes
0861,Rain,Mild,High,Weak,Yes
0862,Rain,Mild,Normal,Weak,Yes
0863,Sunny,Mild,High,Weak,No
0864,Rain,Mild,Normal,Weak,Yes
0865,Overcast,Mild,High,Strong,Yes
0866,Sunny,Hot,High,Strong,No
0867,Overcast,Mild,High,Strong,Yes
0868,Overcast,Mild,High,Strong,Yes
0869,Rain,Cool,Normal,Weak,Yes
0870,Sunny,Cool,Normal,Weak,Yes
0871,Rain,Mild,High,Weak,Yes
0872,Sunny,Mild,Normal,Strong,Yes
0873,Rain,Cool,Normal,Strong,No
0874,Sunny,Hot,High,Weak,No
0875,Sunny,Cool,Normal,Weak,Yes
0876,Sunny,Hot,High,Weak,No
0877,Rain,Cool,Normal,Weak,Yes
0878,Rain,Mild,High,Weak,Yes
0879,Overcast,Hot,Normal,Weak,Yes
0880,Overcast,Mild,High,Strong,Yes
0881,Overcast,Hot,Normal,Weak,Yes
0882,Overcast,Hot,Normal,Weak,Yes
0883,Rain,Mild,High,Strong,No
0884,Overcast,Hot,High,Weak,Yes
0885,Overcast,Hot,Normal,Weak,Yes
0886,Rain,Cool,Normal,Strong,No
0887,Sunny,Hot,High,Strong,No
0888,Overcast,Hot,High,Weak,Yes
0889,Rain,Cool,Normal,Weak,Yes
0890,Sunny,Cool,Normal,Weak,Yes
0891,Sunny,Hot,High,Strong,No
0892,Rain,Mild,Normal,Weak,Yes
0893,Sunny,Mild,High,Weak,No
0894,Rain,Mild,High,Strong,No
0895,Sunny,Hot,High,Strong,No
0896,Sunny,Mild,Normal,Strong,Yes
0897,Overcast,Hot,Normal,Weak,Yes
0898,Rain,Cool,Normal,Weak,Yes
0899,Overcast,Cool,Normal,Strong,Yes
0900,Sunny,Mild,High,Weak,No
0901,Sunny,Hot,High,Weak,No
0902,Rain,Cool,Normal,Strong,No
0903,Sunny,Hot,High,Weak,No
0904,Sunny,Hot,High,Strong,No
0905,Sunny,Hot,High,Weak,No
0906,Sunny,Mild,Normal,Strong,Yes
0907,Rain,Cool,Normal,Weak,Yes
0908,Rain,Mild,Normal,Weak,Yes
0909,Sunny,Cool,Normal,Weak,Yes
0910,Rain,Cool,Normal,Strong,No
0911,Sunny,Mild,Normal,Strong,Yes
0912,Sunny,Mild,Normal,Strong,Yes
0913,Sunny,Hot,High,Weak,No
0914,Overcast,Hot,Normal,Weak,Yes
0915,Sunny,Hot,High,Weak,No
0916,Sunny,Hot,High,Strong,No
0917,Sunny,Cool,Normal,Weak,Yes
0918,Overcast,Hot,High,Weak,Yes
0919,Sunny,Hot,High,Weak,No
0920,Rain,Cool,Normal,Weak,Yes
0921,Overcast,Cool,Normal,Strong,Yes
0922,Rain,Cool,Normal,Strong,No
0923,Overcast,Mild,High,Strong,Yes
0924,Sunny,Hot,High,Weak,No
0925,Rain,Cool,Normal,Weak,Yes
0926,Rain,Cool,Normal,Weak,Yes
0927,Rain,Cool,Normal,Strong,No
0928,Overcast,Hot,High,Weak,Yes
0929,Rain,Cool,Normal,Weak,Yes
0930,Overcast,Cool,Normal,Strong,Yes
0931,Rain,Cool,Normal,Weak,Yes
0932,Rain,Cool,Normal,Weak,Yes
0933,Rain,Cool,Normal,Weak,Yes
0934,Rain,Mild,Normal,Weak,Yes
0935,Rain,Mild,Normal,Weak,Yes
0936,Overcast,Hot,High,Weak,Yes
0937,Sunny,Hot,High,Weak,No
0938,Rain,Cool,Normal,Weak,Yes
0939,Rain,Mild,High,Strong,No
0940,Sunny,Cool,Normal,Weak,Yes
0941,Rain,Mild,High,Strong,No
0942,Sunny,Hot,High,Weak,No
0943,Overcast,Hot,High,Weak,Yes
0944,Overcast,Hot,Normal,Weak,Yes
0945,Overcast,Hot,Normal,Weak,Yes
0946,Rain,Mild,High,Weak,Yes
0947,Rain,Mild,High,Strong,No
0948,Sunny,Hot,High,Weak,No
0949,Sunny,Hot,High,Weak,No
0950,Sunny,Mild,High,Weak,No
0951,Sunny,Hot,High,Strong,No
0952,Overcast,Mild,High,Strong,Yes
0953,Sunny,Mild,High,Weak,No
0954,Overcast,Cool,Normal,Strong,Yes
0955,Rain,Mild,Normal,Weak,Yes
0956,Rain,Mild,Normal,Weak,Yes
0957,Sunny,Hot,High,Strong,No
0958,Rain,Cool,Normal,Strong,No
0959,Rain,Cool,Normal,Strong,No
0960,Overcast,Hot,High,Weak,Yes
0961,Sunny,Mild,Normal,Strong,Yes
0962,Sunny,Hot,High,Strong,No
0963,Overcast,Mild,High,Strong,Yes
0964,Sunny,Hot,High,Weak,No
0965,Rain,Cool,Normal,Strong,No
0966,Overcast,Mild,High,Strong,Yes
0967,Rain,Cool,Normal,Weak,Yes
0968,Rain,Mild,High,Strong,No
0969,Rain,Mild,High,Strong,No
0970,Sunny,Mild,Normal,Strong,Yes
0971,Sunny,Cool,Normal,Weak,Yes
0972,Sunny,Hot,High,Weak,No
0973,Overcast,Cool,Normal,Strong,Yes
0974,Rain,Cool,Normal,Weak,Yes
0975,Rain,Cool,Normal,Weak,Yes
0976,Rain,Mild,High,Strong,No
0977,Sunny,Hot,High,Strong,No
0978,Sunny,Mild,Normal,Strong,Yes
0979,Overcast,Hot,High,Weak,Yes
0980,Overcast,Cool,Normal,Strong,Yes
0981,Rain,Cool,Normal,Strong,No
0982,Overcast,Mild,High,Strong,Yes
0983,Sunny,Hot,High,Strong,No
0984,Rain,Cool,Normal,Strong,No
0985,Sunny,Hot,High,Strong,No
0986,Sunny,Hot,High,Strong,No
0987,Sunny,Hot,High,Strong,No
0988,Rain,Mild,High,Strong,No
0989,Sunny,Mild,Normal,Strong,Yes
0990,Overcast,Hot,High,Weak,Yes
0991,Sunny,Hot,High,Strong,No
0992,Rain,Mild,High,Weak,Yes
0993,Sunny,Cool,Normal,Weak,Yes
0994,Rain,Cool,Normal,Strong,No
0995,Sunny,Hot,High,Weak,No
0996,Sunny,Mild,High,Weak,No
0997,Overcast,Mild,High,Strong,Yes
0998,Rain,Mild,High,Strong,No
0999,Overcast,Cool,Normal,Strong,Yes
1000,Rain,Mild,Normal,Weak,Yes
